gross_bookings_2024,gross_bookings_2025,gross_bookings_growth_pct,net_revenue_2024,net_revenue_2025,net_revenue_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct,tips_2024,tips_2025,tips_growth_pct,driver_earnings_2024,driver_earnings_2025,driver_earnings_growth_pct
1641561123.9,1618839692.84,-1.38,445630724.83,477283745.51,7.1,1195930399.07,1141555947.33,-4.55,81946894.24,80466626.81,-1.81,1277877293.31,1222022574.14,-4.37
