avg_fare_2024,avg_fare_2025,avg_fare_growth_pct,avg_driver_pay_2024,avg_driver_pay_2025,avg_driver_pay_growth_pct,avg_tip_2024,avg_tip_2025,avg_tip_growth_pct
26.46,27.62,4.38,20.36,21.12,3.73,1.13,1.17,3.54
