avg_fare_2024,avg_fare_2025,avg_fare_growth_pct,avg_driver_pay_2024,avg_driver_pay_2025,avg_driver_pay_growth_pct,avg_tip_2024,avg_tip_2025,avg_tip_growth_pct
25.39,25.19,-0.79,19.64,19.92,1.43,1.29,1.26,-2.33
