gross_bookings_2024,gross_bookings_2025,gross_bookings_growth_pct,net_revenue_2024,net_revenue_2025,net_revenue_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct,tips_2024,tips_2025,tips_growth_pct,driver_earnings_2024,driver_earnings_2025,driver_earnings_growth_pct
508135672.51,561565396.58,10.51,121113394.29,125462765.31,3.59,387022278.22,436102631.27,12.68,29107722.16,31803147.0,9.26,416130000.38,467905778.27,12.44
