gross_bookings_2024,gross_bookings_2025,gross_bookings_growth_pct,net_revenue_2024,net_revenue_2025,net_revenue_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct,tips_2024,tips_2025,tips_growth_pct,driver_earnings_2024,driver_earnings_2025,driver_earnings_growth_pct
2127487937.73,2163935682.44,1.71,616206719.28,661637552.75,7.37,1511281218.45,1502298129.69,-0.59,109315205.39,110009763.77,0.64,1620596423.84,1612307893.46,-0.51
