gross_bookings_2024,gross_bookings_2025,gross_bookings_growth_pct,net_revenue_2024,net_revenue_2025,net_revenue_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct,tips_2024,tips_2025,tips_growth_pct,driver_earnings_2024,driver_earnings_2025,driver_earnings_growth_pct
1530942717.78,1693857330.19,10.64,346868981.66,354560326.76,2.22,1184073736.12,1339297003.43,13.11,77696045.91,84941438.92,9.33,1261769782.03,1424238442.35,12.88
