airport_trips_2024,airport_trips_2025,trip_growth_pct,avg_fare_2024,avg_fare_2025,avg_fare_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct
15190564,15127104,-0.42,61.86,65.85,6.45,669271210.12,696967779.26,4.14
