airport_trips_2024,airport_trips_2025,trip_growth_pct,avg_fare_2024,avg_fare_2025,avg_fare_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct
5242306,5692284,8.58,55.96,57.02,1.89,222458852.45,248042623.97,11.5
