gross_bookings_2024,gross_bookings_2025,gross_bookings_growth_pct,net_revenue_2024,net_revenue_2025,net_revenue_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct,tips_2024,tips_2025,tips_growth_pct,driver_earnings_2024,driver_earnings_2025,driver_earnings_growth_pct
4737617449.77,4859442923.74,2.57,1092779109.2,1144626957.32,4.74,3644838340.57,3714815966.42,1.92,202970427.78,205538021.72,1.27,3847808768.35,3920353988.14,1.89
