gross_bookings_2024,gross_bookings_2025,gross_bookings_growth_pct,net_revenue_2024,net_revenue_2025,net_revenue_growth_pct,driver_pay_2024,driver_pay_2025,driver_pay_growth_pct,tips_2024,tips_2025,tips_growth_pct,driver_earnings_2024,driver_earnings_2025,driver_earnings_growth_pct
645530026.93,699979198.62,8.43,152057186.08,161462353.24,6.19,493472840.85,538516845.38,9.13,38150915.91,41269823.56,8.18,531623756.76,579786668.94,9.06
